Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Fwd Header Length.1,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,true_label,predicted_label,sample_index
80,153,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,76.5,40.30508653,105,48,153,76.5,40.30508653,105,48,0,0.0,0.0,0,0,0,60,0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,60,256,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,DDoS,28160
80,8,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,8.0,0.0,8,8,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,1,20,16425,229,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,DDoS,29807
80,107470320,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,107000000.0,0.0,107000000,107000000,107000000,107000000.0,0.0,107000000,107000000,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,40,1022,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,DDoS,35352
80,28779787,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,28800000.0,0.0,28800000,28800000,28800000,28800000.0,0.0,28800000,28800000,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,40,65535,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,DDoS,37070
80,28280959,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,28300000.0,0.0,28300000,28300000,28300000,28300000.0,0.0,28300000,28300000,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,40,65535,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,DDoS,37071
80,28279645,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,28300000.0,0.0,28300000,28300000,28300000,28300000.0,0.0,28300000,28300000,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,40,65535,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,DDoS,37072
80,27016630,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,27000000.0,0.0,27000000,27000000,27000000,27000000.0,0.0,27000000,27000000,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,40,65535,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,DDoS,37073
80,27019760,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,27000000.0,0.0,27000000,27000000,27000000,27000000.0,0.0,27000000,27000000,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,40,65535,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,DDoS,37074
80,27240060,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,27200000.0,0.0,27200000,27200000,27200000,27200000.0,0.0,27200000,27200000,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,40,65535,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,DDoS,37075
80,26970355,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,27000000.0,0.0,27000000,27000000,27000000,27000000.0,0.0,27000000,27000000,0,0.0,0.0,0,0,0,40,0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,40,65535,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,DDoS,37076
